7188,1,20
430,1,20
3134,1,20
3026,1,20
3010,1,20
804,1,20
160,1,20
95,1,19
377,1,17
888,1,17
89,1,17
1901,1,16
161,1,16
256,1,16
351,1,15
3329,1,15
3341,1,15
649,1,15
1583,1,15
87,1,15
37,1,15
309,1,15
821,1,15
1496,1,15
637,1,15
964,1,15
594,1,15
2249,1,15
554,1,15
20,1,15
2227,1,15
1315,1,15
519,1,15
1316,1,15
2149,1,15
1724,1,15
18,1,15
57,1,15
118,1,14
3254,1,14
1177,1,14
112,1,14
11,1,14
586,1,14
35,1,14
15,1,14
1445,1,14
152,1,14
2,1,14
113,1,14
44,1,13
2401,1,13
10,1,13
2378,1,13
126,1,13
3245,1,13
783,1,13
493,1,13
1358,1,13
1180,1,13
529,1,13
333,1,13
1538,1,13
2282,1,13
1519,1,13
2966,1,13
474,1,13
330,1,13
958,1,13
17,1,13
1295,1,13
38,1,13
1952,1,13
223,1,13
625,1,12
1392,1,12
3355,1,12
1881,1,12
58,1,12
96,1,12
1580,1,12
196,1,12
146,1,12
416,1,12
1198,1,12
3319,1,12
1867,1,12
896,1,12
617,1,12
3300,1,12
1877,1,12
462,1,12
3279,1,12
454,1,12
1860,1,12
121,1,12
151,1,12
1570,1,12
1573,1,12
1063,1,12
1353,1,12
459,1,12
2334,1,12
1267,1,12
1060,1,12
1061,1,12
7431,1,12
1355,1,12
71,1,12
3070,1,12
2113,1,12
3001,1,12
396,1,12
2260,1,12
142,1,12
2238,1,12
123,1,12
2942,1,12
1509,1,12
7410,1,12
1760,1,12
2876,1,12
259,1,12
1493,1,12
2845,1,12
370,1,12
2844,1,12
2167,1,12
156,1,12
2808,1,12
255,1,12
736,1,12
7603,1,12
346,1,12
9,1,12
75,1,12
175,1,12
2754,1,12
22,1,12
155,1,12
1261,1,12
2552,1,12
2586,1,12
710,1,12
578,1,12
472,1,12
2472,1,12
1606,1,12
4,1,12
563,1,12
744,1,11
3422,1,11
250,1,11
249,1,11
2427,1,11
3414,1,11
1590,1,11
2305,1,11
1900,1,11
3392,1,11
1065,1,11
1147,1,11
1072,1,11
3375,1,11
1024,1,11
709,1,11
1382,1,11
3332,1,11
1885,1,11
3330,1,11
1197,1,11
3316,1,11
